entity,extra_info
Umbuzada,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Brazilian""}"
Vaca Atolada,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Brazilian""}"
Vatapá,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Brazilian""}"
Xerém,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Brazilian""}"
Xinxim De Galinha,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Brazilian""}"
4 Queen Of Puddings,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Angel Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Apple Crumble,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Arbroath Smokies,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Arctic Roll,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Ayrshire Middle Bacon,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Bakewell Tart,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Balmoral Chicken,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Bangers And Mash,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Bap,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Barley Bread,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Barm Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Battenberg Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Bedfordshire Clanger,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Beef Wellington,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Berwick Cockles,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Bishop Kennedy,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Black Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Blood Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Boiled Gigot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Bread And Butter Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Bread Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Burnt Cream,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Cabinet Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Carrageen Moss,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Carrot Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Cauliflower Cheese,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Chelsea Bun,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Cherries Jubilee,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Christmas Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Clapshot,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Clootie Dumpling,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Cock-A-Leekie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Coconut Ice,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Colin The Caterpillar,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Collops,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Cornish Hevva Cake,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Cottage Loaf,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Cottage Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Cranachan,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Crowdie,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Crumble,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Cullen Skink,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Cumberland Sausage,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Curly Kail,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Deep-Fried Mars Bar,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Derbyshire Oatcake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Devilled Kidneys,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Drop Scones,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Dundee Marmalade,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Dunlop Cheese,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Eccles Cake,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Edinburgh Rock,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Empire Biscuit,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Empire Biscuits,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
English Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Eyemouth Pale,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Faggots,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Fat Rascal,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Fatty Cutties,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Figgy Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Figgy Pudding With Flaming Brandy,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Finnan Haddie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Flummery,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Forfar Bridie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Fruit Fool,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Fudge Doughnut,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Game Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Game Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Gigha,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Granny Sookers,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Groaty Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Gypsy Tart,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Haggis,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Haggis Pakora,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Hatted Kit,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Heather Honey,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Hog's Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Hot Cross Bun,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Hotch Potch,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Howtowdie With Drappit Eggs,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Jaffa Cakes,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Jam Roly-Poly,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Jellied Eels,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Jethart Snails,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Kippers,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Lanark Blue,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Lancashire Hotpot,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Lancashire Oven Bottom,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Lardy Cake,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Lincolnshire Sausage,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Liver And Onion,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
London Bun,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Lorne Sausage,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Lucky Tattie,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Madeira Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Maids Of Honour Tart,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Malvern Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Manchester Tart,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Manchet,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Marmalade Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Milk Roll,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Mince And Tatties,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Mince Pie,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Moffat Toffee,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Morning Rolls,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Munchy Box,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Mutton Ham,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
National Loaf,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Neeps And Tatties,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Pan Drops,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Panackelty,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Parmo,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Partan Bree,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Pasty,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Pease Pudding,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Penguin Biscuits,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Pikelet,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Pink Wafer,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Plain Loaf,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Ploughman's Lunch,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Pork Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Porridge,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Potato Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Potted Hough,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Potted Shrimps,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Pottit Heid,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Powsowdie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Puff Candy,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Queen Of Puddings,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Rag Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Raspberry Ripple,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Reestit Mutton,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Roast Aberdeen Angus Beef,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Roast Grouse,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Roast Haunch Of Venison,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Roast Lamb With Mint Sauce,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Roast Pork With Apple Sauce,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Roast Snipe,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Roast Woodcock,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Rock Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Rowan Jelly,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Rowie,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Rowies,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Rum Baba,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Rumbledethumps,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Sally Lunn Bun,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Scampi,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Scotch Broth,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Scotch Egg,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Scotch Pancake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Scotch Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Scottish Desserts,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Scottish Kippers,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Scottish Macaroon,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Scuffler,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Selkirk Bannock,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Shepherd's Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Solan Goose,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Soor Ploom,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Soul Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Sowans,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Spoom,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Staffordshire Oatcake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Stapag,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Stargazy Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Steak And Kidney Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Steak And Kidney Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Steak And Oyster Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Steak Pie,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Stottie Cake,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Stovies,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Strippit Baws,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Suet Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Summer Pudding,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Sunday Roast,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Sussex Pond Pudding,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Swede Turnip And Potatoes,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Tatties And Herring,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Teacake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Teviotdale Cheese,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Tiger Bread,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Tipsy Laird,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Toad-In-The-Hole,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""British""}"
Trifle,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Victoria Sponge,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Victoria Sponge Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Waldorf Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Welsh Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Welsh Cakes,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Welsh Rarebit,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Yorkshire Curd Tart,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Yorkshire Oatcake,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""British""}"
Yorkshire Pudding,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""British""}"
Aiwowo,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Bagongshan Tofu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Bak Kut Teh,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Banmian,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Basi Digua [Zh],"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Beef Chow Fun,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Beef Noodle Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Beggar's Chicken,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Biangbiang Noodles,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Bingfen,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Black Chicken Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Braised Abalone,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Bright Pearl Abalone,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Buddha Jumps Over The Wall,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Buddha's Delight,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Cantonese Seafood Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Carp Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Caterpillar Fungus Duck,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Century Egg,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Chao Hong Guo,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Char Siu,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Chicken And Duck Blood Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Chinese Herbal Soups,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Chinese Noodles,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Chongqing Noodles,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Chongqing Spicy Deep-Fried Chicken,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Chow Mein,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Ci Ba La,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Cold Chicken Cooked In Wine,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Corn Crab Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Crab And Fish Stomachs,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Crab-Apple Flower Cake,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Crossing The Bridge Noodles,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Crystal Cake,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Dandan Noodles,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Dim Sum,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Chinese""}"
Dongpo Braised Pork,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Doubanjiang,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Double Skin Milk,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Douchi,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Dragon's Beard Candy,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Dried Pot Tofu,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Duck Blood And Vermicelli Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Duck With Taro,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Edible Bird's Nest,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Egg Custard Tart,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Egg Drop Soup,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Egg Tong Sui,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Chinese""}"
Fermented Bean Curd,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
Fermented Bean Paste,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Chinese""}"
